Text,Product_Name,Price_Name,Promotion_Type,Marketplace_Name
"aku tertarik dengan buku kisah tokoh inspiratif anak merek ""little heroes"" yang dijual dengan harga net rp70.000. saat ini ada promo best deal di blibli dengan harga spesial.",buku kisah,70.000,,blibli
ingin membeli buku laut bercerita yang berharga 109 ribu rupiah di facebook,buku,109 ribu,,
beli action figure anime dengan harga 720.000 ribu rupiah di toko kyou,figure,720.000 ribu,,kyou
mau beli burger dengan total harga 82.000 ribu ditambah diskon 20% ,burger,82.000 ribu,20%,
pompa galon usb electric dengan harga 10.000 ,pompa,10.000,,
kasur ex hotel dan tarikan hotel harga mulai 275.000,kasur,275.000,,
smartphone iphone 128 gb ex ibox dijual 3.200.000 di facebook,smartphone,3.200.000,,facebook
ban motor copotan sepasang rp. 150.000 di facebook,ban motor,rp. 150.000,,facebook
smartphone iphone 13 pro 128gb sierrablue ibox rp. 4.480.000 di facebook marketplace,smartphone,rp. 4.480.000,,facebook
laptop macbook pro 2016 touchbar 8/256gb rp. 6.650.000,laptop,rp. 6.650.000,,
"rp12,500,000 fullset komputer pc gaming/editing rtx 3060 ryzen 5600g diskon 20% di facebook",komputer,"rp12,500,000",20%,facebook
apakah untung membeli motor vario cbs 2010 rp. 6.500.000 di facebook,motor,rp. 6.500.000,,facebook
apakah untung membeli smartphone iphone seharga rp. 5.400.000 di facebook marketplace,smartphone,rp. 5.400.000,,facebook
"smartphone terbaru rp 5.000.000 an, tergantung merek dan spesifikasinya ada di facebook marketplace",smartphone,rp 5.000.000,,facebook
laptop gaming harga rp 7.000.000 an di facebook marketplace,laptop,rp 7.000.000,,facebook
mau beli action cam camera digital 4k wifi dual screen bcare x-5 hitam harga nya berapa ya di tokopedia?,camera,,,tokopedia
apakah worth membeli olympus tough tg6 digital camera waterproof tg 6 underwater kamera dengan harga rp8.199.000 sehabis diskon 16% di tokopedia?,camera, rp8.199.000,16%,tokopedia
apakah worth membeli borescope endoscope camera inspection digital screen hd pixel ip67 di tokopedia?,camera,,,tokopedia
harga tripod 1m / stabilezer camera dslr digital dan handphone berapa di tokopedia ?,camera,,,tokopedia
apaka membeli canon eos m50 mirrorless digital camera with lens 15-45mm - black - m50 body worth di tokopedia?,camera,,,tokopedia
saya ingin membeli canon eos m50 mark ii kit 15-45 mirrorless digital camera di tokopedia,camera,,,tokopedia
mau beli smartphone dengan harga rp3.000.000 di tokopedia,smartphone,rp3.000.000,,tokopedia
mau beli laptop gaming dengan harga sekitar rp10.000.000 di tokopedia.,laptop,rp10.000.000,,tokopedia
mau beli kamera mirrorless dengan harga sekitar rp7.000.000 di tokopedia.,kamera,rp7.000.000,,tokopedia
mau beli televisi led dengan harga sekitar rp5.000.000 di tokopedia.,televisi,rp5.000.000,,tokopedia
mau beli headphone wireless dengan harga sekitar rp1.500.000 di tokopedia.,headphone,rp1.500.000,,tokopedia
mau beli smartwatch dengan harga sekitar rp2.500.000 di tokopedia.,smartwatch,rp2.500.000,,tokopedia
mau beli printer all-in-one dengan harga sekitar rp800.000 di tokopedia,printer,rp800.000,,tokopedia
mau beli earphone noise-cancelling dengan harga sekitar rp500.000 di facebook,earphone,rp500.000,,facebook
mau beli speaker bluetooth dengan harga sekitar rp1.200.000 di tokopedia.,speaker,rp1.200.000,,tokopedia
mau beli hard disk eksternal dengan harga sekitar rp1.000.000 di tokopedia,hard disk,rp1.000.000,,tokopedia
"aku lagi kepengen banget beli smartphone  sobat facebook yang harganya sekitar rp5.000.000, biar bisa stay connected dengan gaya yang stylish!",smartphone,rp5.000.000,,facebook
"wah, hatiku tergoda buat beli laptop gaming yang harganya sekitar rp10.000.000 ada yang jual segitu di facebook marketplace",laptop,rp10.000.000,,facebook
kamu tahu nggak? aku tuh sedang kebelet pengen punya kamera mirrorless yang berharga sekitar rp7.000.000 ada yang jual di facebook marketplace segituan.,kamera,rp7.000.000,,facebook
"kalau boleh jujur, aku tuh pengen banget punya televisi led yang harganya sekitar rp5.000.000.baru ngeliat ada yang jual di facebook marketplace.",televisi,rp5.000.000,,facebook
"aku lagi mikir-mikir mau beli earphone wireless yang harganya sekitar rp1.500.000, biar bisa menikmati musik tanpa kabel yang menggangu gerakanku!",earphone,rp1.500.000,,
"coba deh bayangkan sobat facebook, aku pengen banget punya jam tangan tag heuer yang harganya mahal biar bisa diflex ke orang-orang kalau aku udh sukses",jam tangan,,,facebook
"nggak bisa dipungkiri, aku sedang berpikir serius untuk membeli printer all-in-one yang harganya sekitar rp800.000 di facebook marketplace",printer,rp800.000,,facebook
"sedang mencari pengalaman baru, aku tertarik untuk membeli kamera aksi dengan harga sekitar rp3.000.000 di facebook marketplacemau merekam petualangan hidupku dan membagikannya kepada dunia!",kamera,rp3.000.000,,facebook
aku mau melengkapi setup musikku dengan speaker bluetooth yang harganya sekitar rp1.200.000biar bisa menghidupkan suasana dengan irama dan bass yang menggelegar!,speaker,rp1.200.000,,
"sebagai seorang fotografer amatir, aku merasa tertarik membeli tripod yang harganya sekitar rp1.000.000biar bisa menjaga kamera tetap stabil dan menghasilkan foto-foto yang tajam!",kamera,rp1.000.000,,
"aku lagi pengen banget makan sushi enak nih di gofood, kira-kira harganya sekitar rp200.000 untuk puas perut dan lidah!",sushi,rp200.000,,gofood
"wah, hatiku tergoda buat nyobain steak yang juicy dengan harga sekitar rp300.000ada yang jual ga ya di shoppee food ?",steak,rp300.000,,shoppee
kamu tahu nggak? aku tuh sedang kebelet pengen makan pizza lezat yang berharga sekitar rp150.000pengen coba beli di shoppee food,pizza,rp150.000,,shoppee
"kalau boleh jujur, aku tuh pengen banget makan seafood yang segar dengan harga sekitar rp500.000 di shoppee ",seafood,rp500.000,,shoppee
aku lagi mikir-mikir mau beli gelato enak yang harganya sekitar rp50.000 di gofood.,gelato,rp50.000,,gofood
"coba deh bayangkan, aku pengen banget makan ramen yang sedap dengan harga sekitar rp80.000mau merasakan kenikmatan kuah gurih dan mie kenyal!",ramen,rp80.000,,
"nggak bisa dipungkiri, aku sedang berpikir serius untuk mencoba makanan korea yang populer dengan harga sekitar rp120.000biar bisa menikmati hidangan yang unik dan lezat!",makanan,rp120.000,,
"sedang mencari pengalaman baru, aku tertarik untuk mencicipi fondue dengan harga sekitar rp250.000 dari shopee.",fondue,rp250.000,,
aku mau melengkapi pengalaman kulinerku dengan mencoba sushi burrito yang harganya sekitar rp100.000 pesen di shoppeebiar bisa menyatukan rasa sushi dan kepraktisan makanan gulung!,makanan,rp100.000,,shoppee
"sebagai penggemar makanan pedas, aku merasa tertarik mencoba hot pot dengan harga sekitar rp200.000 di facebookmau merasakan sensasi kehangatan dan kepedasan yang menyenangkan!",makanan,rp200.000,,
aku pengen banget beli jaket musim dingin yang stylish dengan harga sekitar rp500.000 pesan lewat facebook,jaket,rp500.000,,facebook
"wah, hatiku tergoda buat nyari dress elegan yang cantik dengan harga sekitar rp300.000kira- kira ada ga ya jual di facebook atau mana gitu",dress,rp300.000,,facebook
kamu tahu nggak? aku tuh sedang kebelet pengen punya sneakers keren nike yang berharga sekitar rp700.000 di facebook ada yang jual,sneakers,rp700.000,,facebook
"kalau boleh jujur, aku tuh pengen banget beli baju renang yang trendy dengan harga sekitar rp210.000yang dijual di tokopedia",baju,rp210.000,,tokopedia
aku lagi mikir-mikir mau beli kemeja lengan panjang yang modis dengan harga sekitar rp150.000biar bisa tampil rapi dan stylish di berbagai kesempatan!,kemeja,rp150.000,,
"coba deh bayangkan, aku pengen banget punya celana jeans yang pas dengan harga sekitar rp250.000",celana,rp250.000,,
"nggak bisa dipungkiri, aku sedang berpikir serius untuk membeli kaos polo yang nyaman dengan harga sekitar rp100.000di facebook ada kayaknya",kaos,rp100.000,,facebook
"sedang mencari pengalaman baru, aku tertarik untuk mencoba jumpsuit dengan harga sekitar rp200.500 semoga di facebook ada",jumpsuit,rp200.500,,facebook
aku mau melengkapi koleksi pakaianku dengan blazer yang elegan dengan harga sekitar rp400.000ada ga ya jual di facebook ?,blazer,rp400.000,,facebook
"sebagai penggemar aksesori, aku merasa tertarik mencari topi yang keren dengan harga sekitar rp50.000",topi,rp50.000,,
"mau beli smartphone iphone 14 nih, harganya sekitar rp12.000.000 di facebook marketplace",smartphone,rp12.000.000,,facebook
"abis liat fashion brand baru di facebook, jadi kepengen beli sneakers terbaru yang lagi hitsharganya sekitar rp2.000.000, harus nabung dulu nih biar bisa kekinian!",sneakers,rp2.000.000,,facebook
"wow baru liat drop koleksi baju supreme yang limited edition di facebook harganya sekitar rp4.000.000, semoga rezeki bulan ini cukup buat nge-cop item kece itu!",baju,rp4.000.000,,facebook
"mau beli makeup palette yang sedang trending di twitter itu, harganya sekitar rp500.000biar bisa eksperimen dengan lewks yang on point dan dapat banyak pujian!",makeup,rp500.000,,twitter
"naksir banget sama topi bucket yang lagi hits di tahun 2023 iniharganya sekitar rp150.000, semoga bisa dapetin di online shop favoritku!",topi,rp150.000,,
"terinspirasi oleh influencer, pengen banget punya sneakers adidas terbaru yang trendyharganya sekitar rp2.550.000, harus nabung dan pantengin timeline diskonan!",sneakers,rp2.550.000,,
"denger kabar ada kamera mirrorless canon terbaru dengan fitur canggih, harganya sekitar rp8.120.000 kece itu bisa di cek di tokopedia",kamera,rp8.120.000,,
"ada brand lokal kosmetik bagus nih, harganya terjangkau sekitar rp200.000 bisa di beli di tokopediaayo dukung produk lokal dan tetap stylish!",kosmetik,rp200.000,,tokopedia
"eh, lagi nyari vacuum cleaner yang bagus nihharganya sekitar rp1.500.000, biar bisa ngelap rumah jadi lebih efisiendi tokopedia ada ga ya ?",cleaner,rp1.500.000,,tokopedia
"mau beli rice cooker yang kapasitasnya besar, harganya sekitar rp500.000ada ga ya di tokopedia?",rice cooker,rp500.000,,tokopedia
"naksir banget sama set peralatan dapur stainless steel di tokopediaharganya sekitar rp1.000.000, biar bisa masak dengan gaya dan tahan lama!",peralatan dapur,rp1.000.000,,tokopedia
"pengen beli blender yang powerful, harganya sekitar rp700.000 ada ga ya di tokopedia ?",blender,rp700.000,,tokopedia
"duh, lagi butuh air fryer nihharganya sekitar rp800.000 nih di facebook marketplace",air fryer,rp800.000,,facebook
"lagi demen sama set peralatan makan yang cantik, harganya sekitar rp300.000 di facebook marketplace",peralatan,rp300.000,,facebook
"mau beli mesin cuci yang hemat energi, harganya sekitar rp2.000.000 yang dijual di facebook marketplace",mesin cuci,rp2.000.000,,facebook
"eh, ada toaster oven yang bagus nih, harganya sekitar rp400.000 tadi liat di facebook page lewat",oven,rp400.000,,facebook
"eh, mau tanya dong, harga sweater yang lagi hype sekarang apa ya sobat twitter ?",sweater,,,twitter
ada yang tau gak harga sepatu sneakers brand ini? modelnya kece banget.,sneakers,,,
"coba deh, share harga jaket denim yang oke punya. ",jaket,,,
"mau nanya, berapa harga jeans ripped yang lagi hits? pengen tampil kece dengan gaya streetwear!",jeans,,,
"kawan twitter penasaran nih, harga kaos oblong brand lokal yang kualitasnya oke gimana ya? ",kaos,,,
ada yang punya info harga sweater oversize yang lagi nge-trend? ,sweater,,,
"nanya dong, harga celana chino yang bisa dipake ke mana-mana. lagi nyari yang affordable tapi tetap stylish!",celana,,,
"mau tahu, berapa harga hoodie dengan brand streetwear ini?",hoodie,,,
"lagi nyari wireless earbuds yang oke punya, tapi budget terbatas. ada rekomendasi gak kawan twitter?",earbuds,,,twitter
"mau beli hoodie kece dengan harga yang masih friendly di kantong, ada yang punya saran twitter friend ?",hoodie,,,twitter
"pengen punya sneakers dengan desain trendy, tapi tetap affordable. ada yang bisa kasih tau twitter fam yang pas?",sneakers,,,twitter
lagi cari tas ransel yang stylish tapi harganya ga bikin kantong jebol. ada yang tahu merk yang oke sobat twitter?,tas,,,twitter
"mencari kacamata hitam yang keren, tapi harganya masih di bawah budget. ada yang bisa kasih info?",kacamata,,,
"lagi pengen beli baju crop top yang lucu-lucu, tapi tetap terjangkau buat kantong mahasiswa. ada yang punya rekomendasi?",baju,,,
"mau beli jam tangan dengan design minimalis, tapi harganya ga mahal-mahal banget. ada saran merk yang bagus? kalau bisa di toko onlien kayak shoppee",jam tangan,,,shoppee
"lagi nyari sneakers vintage yang affordable, tapi tetap kualitasnya oke. ada yang jual di facebook sini ?",sneakers,,,facebook
"mencari hoodie oversized yang nyaman dipakai, tapi harganya ga bikin dompet menangis. ada yang tahu dimana bisa dapetin? apa ada di shoppee?",hoodie,,,shoppee
"pengen punya kaos dengan desain unik, tapi harganya masih terjangkau. ada yang punya brand favorit?",kaos,,,
"lagi cari celana jogger yang trendy, tapi harganya masih friendly. ada yang tahu merk yang oke? pengen beli online di shoppee",celana,,,shoppee
"mau beli sepatu boots dengan harga yang ga bikin bangkrut, tapi tetap kualitasnya bagus. ada saran tempat beli?",boots,,,
"lagi nyari sweater dengan motif yang eye-catching, tapi harganya masih ramah di kantong. ada yang punya referensi brand kawan facebook ?",sweater,,,facebook
"mencari denim jaket yang bisa bikin tampilan jadi lebih keren, tapi tetap terjangkau. ada yang bisa kasih rekomendasi sobat facebook ?",jaket,,,facebook
"pengen punya kaos polos dengan kualitas baik, tapi harganya masih terjangkau. ada yang tahu dimana bisa dapetin?",kaos,,,
baru aja beli sepatu keren seharga 700 ribu di shoppee. langsung tingkatkan gaya fashion!,fashion,700 ribu,,shoppee
gue baru aja dapetin smartphone baru seharga 5 juta di tokopedia. kualitas kameranya bikin auto jago fotografi!,smartphone,5 juta,,tokopedia
tadi gue beli laptop gaming seharga rp 10.499.000 di tokopedia terpercaya. spesifikasinya bikin gaming experience jadi maksimal!,laptop,rp 10.499.000,,tokopedia
gue baru aja beli headphone wireless seharga 2 juta di kaskus. tinggal dengerin musik tanpa ribet kabel!,headphone,2 juta,,kaskus
baru aja nambah koleksi jam tangan kece seharga 3.122.000 di facebook marketplace. ,jam tangan,3.122.000,,facebook
gue baru aja beli kamera mirrorless seharga 7 juta di platform tokopedia. bisa eksplorasi dunia fotografi lebih seru!,kamera,7 juta,,tokopedia
"baru aja beli smartwatch pintar seharga 1,5 juta di tokopedia. mau monitor kesehatan jadi lebih mudah!",smartwatch,"1,5 juta",,tokopedia
"gue baru aja dapat tas backpack premium seharga 1,2 juta di website jual beli online. desainnya bikin kece di segala kesempatan!",tas,"1,2 juta",,
"baru aja beli soundbar seharga 3,5 juta di e-commerce. bisa nonton film jadi lebih seru dengan kualitas suara yang jernih!",soundbar,"3,5 juta",,
gue baru aja beli drone seharga 4 juta di tokopedia ,drone,4 juta,,tokopedia
baru aja nambah koleksi baju branded seharga 500 ribu di platform shoppee. tingkatkan gaya fashion tanpa harus boros!,fashion,500 ribu,,shoppee
aku baru aja beli power bank seharga 200 ribu di situs jual beli online dengan diskon 15%,power bank,200 ribu,15%,
baru aja beli earphone wireless seharga 300 ribu di toko online favorit. dengerin musik jadi lebih bebas dan praktis!,earphone,300 ribu,,
"gaes twitter, baru aja dapet speaker portable seharga 800 ribu di marketplace. langsung bikin suasana pesta jadi lebih asyik!",speaker,800 ribu,,twitter
baru aja nambah koleksi kacamata hitam seharga 150 ribu di website jual beli online. tampil keren dengan pelindung mata yang modis!,kacamata,150 ribu,,
worth it ga guys beli kosmetik skintific - mugwort acne clat mask seharga 94 ribu di shoppee?,kosmetik,94 ribu,,shoppee
"eh, nih guys, worth it gak ya kalo beli sneakers mens - nike air force 1 '07 white 46 seharga 1.5 juta yang diskon 30%? pengen nambah koleksi tapi pikir-pikir dulu nih.",sneakers,1.5 juta,30%,
"ada yang pernah pake kamera mirrorless  canon eos m200 yang harganya 8 jutaan, sekarang lagi diskon 20%. worth it gak sih buat jadiin mainan fotografi baru?",kamera,8 juta,20%,
"mau dong pendapat kalian, apakah worth it beli laptop gaming seharga 15 juta yang diskon 10% di tokopedia? pengen upgrade performa gaming nih tapi masih ragu.",laptop,15 juta,10%,tokopedia
"ada yang punya pengalaman pake smartphone flagship brand samsung seharga 12 jutaan, sekarang lagi diskon 15%? penasaran, worth it gak sih?",smartphone,12 juta,15%,
worth it gak ya beli smartwatch merek huawei seharga 2 jutaan yang diskon 40%? pengen nyobain fitur-fitur keren tapi masih mikir-mikir.,smartwatch,2 juta,40%,
"ada yang pernah pake headphone wireless merek lenovo yang harganya 500 ribuan, sekarang lagi diskon 50%. worth it gak buat dengerin musik twitter fam ?",headphone,500 ribu,50%,twitter
"guys, worth it gak sih beli tas backpack seharga 800 ribu yang lagi diskon 25%? lagi butuh tas baru nih, tapi bingung pilihannya.",tas,800 ribu,25%,
"mau dong pendapat kalian, apakah worth it beli soundbar xiaomi seharga 2 juta yang diskon 30%? pengen upgrade kualitas suara di rumah.",soundbar,2 juta,30%,
worth it gak ya beli kamera action cam canon seharga 1 jutaan yang lagi diskon 20% di tokopedia? pengen rekam momen-momen seru tapi masih galau.,kamera,1 juta,20%,tokopedia
"ada yang pernah pake earphone true wireless yang harganya 300 ribuan, sekarang lagi diskon 35% di tokopedia. worth it gak buat dengerin musik di jalan?",earphone,300 ribu,35%,tokopedia
"guys, worth it gak sih beli baju uniqlo seharga 500 ribuan yang lagi diskon 20%? pengen tampil stylish tapi budget terbatas.",baju,500 ribu,20%,
"mau dong pendapat kalian, apakah worth it beli sepatu sneakers seharga 1,5 juta yang diskon 10%? pengen nambah koleksi tapi masih mikir-mikir.",sneakers,"1,5 juta",10%,
worth it gak ya beli jam tangan merek daniel klein seharga 600 ribuan yang lagi diskon 30%? pengen tampil fashionable tapi masih pikir-pikir.,fashion,600 ribu,30%,
"ada yang pernah pake baju olahraga nike yang harganya 400 ribuan, sekarang lagi diskon 10%. worth it gak sih buat rutin olahraga?",baju,400 ribu,10%,
"guys, worth it gak sih beli celana jeans seharga 400 ribuan yang lagi diskon 20% di shoppee? lagi butuh celana baru nih, tapi masih bingung mau pilih yang mana.",jeans,400 ribu,20%,shoppee
"mau dong pendapat kalian, apakah worth it beli sepatu sneakers nike omni multi-court yang harganya 600 ribu setelah diskon 30% di shoppee?",sneakers,600 ribu,30%,shoppee
ada yang pernah pakai earphone kz zna yang harganya 200 ribu setelah diskon 20% di shoppee? worth it gak sih?,earphone,200 ribu,20%,shoppee
"brosis, worth it gak sih beli kemeja 300 ribu di uniqlo setelah diskon 15% di shoppee?",kemeja,300 ribu,15%,shoppee
"sist, nanya dong, worth it gak sih beli tas ransel gramedia yang harganya 400 ribu setelah diskon 20% di shoppee?",tas,400 ribu,20%,shoppee
"guys, pendapat kalian dong, worth it gak sih beli jam tangan 1 juta ?",jam tangan,1 juta,,
"ey, mau tanya, worth it gak sih beli kacamata polarized merek uniqlo yang harganya 300 ribu setelah diskon 10%?",kacamata,300 ribu,10%,
"sist, ada yang pernah pake baju kaos h&m yang harganya 100 ribuan di shoppee? worth it gak buat daily outfit?",baju,100 ribu,,shoppee
"brosis, worth it gak sih beli celana jeans boss hugo yang harganya 600 ribu setelah diskon 20% di shoppee?",jeans,600 ribu,,shoppee
"mau dong pendapat kalian, apakah worth it beli jaket pria yang harganya 500.000 di shoppee?",jaket,500.000,,shoppee
"guys, worth it gak sih beli topi nike heritage yang harganya 250 ribu setelah diskon 25% di shoppee?",topi,250 ribu,25%,shoppee
"sist, ada yang udah coba beli dress cantik merek eprolo yang harganya 700 ribu setelah diskon 10% di shoppee? worth it gak buat acara formal?",dress,700 ribu,10%,shoppee
"brosis, worth it gak sih beli sweater hoodie merek mark and spencer yang harganya 900 ribu setelah diskon 15% di shoppee?",sweater,900 ribu,15%,shoppee
"ey, mau dong pendapat. worth it gak sih beli kaos kaki uniqlo yang harganya 50 ribu ? ada nemu di shoppee nih",kaos kaki,50 ribu,,shoppee
"sist, ada yang pernah pakai legging asos yang harganya 350 ribu setelah diskon 10%? worth it gak sih buat olahraga? pengen beli di shoppee",legging,350 ribu,10%,shoppee
"brosis, worth it gak sih beli kaos polo lauren original yang harganya 350 ribu setelah diskon 25%? ada diskon nih di shoppee",kaos,350 ribu,25%,shoppee
"mau dong pendapat kalian, apakah worth it beli burger bangor ? liat di twitter enak kayaknya",burger,,,twitter
ada yang pernah coba sushi roll seharga 100 ribu di restoran y? worth it gak sih?,sushi,100 ribu,,
twitter fam worth it gak sih beli pizza hut personal size seharga 70 ribu di domino ?,pizza,70 ribu,,twitter
"warga twitter, nanya dong, worth it gak sih beli ayam kfc packet 150.000 ? ",ayam,150.000,,twitter
"guys, pendapat kalian dong, worth it gak sih beli ramen special seharga 80 ribu setelah diskon 30% di ramen ya? pengen pesen shoppee food",ramen,80 ribu,30%,shoppee
"ey, mau tanya sobat twitter, worth it gak sih beli es krim premium haagen-dazs belgian chocolate ice cream seharga 140.000? ",es krim,140.000,,twitter
"sist di twitter, ada yang pernah makan breakfast seharga 60 ribu setelah diskon 10% di sisterfields? worth it gak buat sarapan?",breakfast,60 ribu,,twitter
"brosis, worth it gak sih beli nasi goreng spesial seharga 25 ribu setelah diskon 20% di warung gorilla?",nasi goreng,25 ribu,20%,
"mau dong pendapat kalian, apakah worth it beli bakso urat seharga 35 ribu setelah diskon 20% di warung boedjangan?",bakso ,35 ribu,20%,
"guys, worth it gak sih beli martabak manis seharga 50 ribu di martabak pecenongan?",martabak,50 ribu,,
gaes yang di twitter ada yang udah coba beli roti coklat di indomaret 10.000? apakah enak ?,roti,10.000,,twitter
"brosis, worth it gak sih beli mie gacoan worth it atau ga ? pengen coba beli di shoppee food",mie,,,shoppee
"ey, mau dong pendapat. worth it gak sih beli sate ayam pak rusli seharga 30 ribu setelah diskon 20% gofood worth it atau ga ?",sate,30 ribu,,gofood
ada yang pernah makan ramen di gading belum ? pengen coba pesen di gofood,ramen,,,gofood
sudah ada yang pernah coba bubur manado yg di dekat pt hasjrat abadi di jalan diponegoro? pengen pesen di gofood ,bubur,,,gofood
"mau dong pendapat kalian, apakah worth it beli keyboard mechanical maxfit87 mk856 seharga 550 ribu setelah diskon 10% di tokopedia?",keyboard,550 ribu,10%,tokopedia
ada yang pernah pakai mouse gaming logitech seharga 200 ribu setelah diskon 10% di tokopedia? worth it gak sih?,mouse,200 ribu,,tokopedia
"brosis, worth it gak sih beli headset gaming hyperx seharga 1.300.000 ribu setelah diskon 10% di tokopedia?",headset,1.300.000,10%,tokopedia
"sist, nanya dong, worth it gak sih beli monitor zowie seharga 6.500.000  setelah diskon 15% di tokopedia?",monitor,6.500.000,15%,tokopedia
"guys yang di twitter, pendapat kalian dong, worth it gak sih beli mousepad artisan seharga 1.250.000 setelah diskon 25%?",mousepad,1.250.000,,twitter
"ey, mau tanya, worth it gak sih beli gaming chair ikea seharga 1 juta di online shop kayak tokopedia?",gaming chair,1 juta,,tokopedia
"twitter fam, ada yang pernah pakai soundbar lenovo seharga 700 ribu setelah diskon 10%? worth it gak sih buat pengalaman audio?",soundbar,700 ribu,10%,twitter
"brosis, worth it gak sih beli ssd seharga 600 ribu setelah diskon 20% di tokopedia?",ssd,600 ribu,20%,tokopedia
"mau dong pendapat kalian sobat twitter, apakah worth it beli ram ddr4 seharga 1 juta sekarang ?",ram,1 juta,,twitter
"guys, worth it gak sih beli power supply modular seharga 800 ribu di tokopedia?",power supply,800 ribu,,tokopedia
"brosis twitter, ada yang udah coba beli cpu cooler merek rog seharga 5 juta ?worth it gak sih buat menjaga suhu prosesor?",cpu cooler,5 juta,,twitter
"brosis twitter, worth it gak sih beli graphics card bekas seharga 3 juta setelah diskon 15%?",graphics card,3 juta,15%,twitter
"ey, mau dong pendapat. worth it gak sih beli wi-fi router seharga 200 ribu setelah diskon 20% di tokopedia?",router,200 ribu,20%,tokopedia
"sist, ada yang pernah pakai gaming headset stand seharga 150 ribu? habis liat di twitter kayaknya worth",headset,150 ribu,,twitter
"brosis, worth it gak sih beli motherboard intel lga 1150 seharga 600 ribu setelah diskon 10% di tokopedia?",motherboard,600 ribu,10%,tokopedia
"mau dong pendapat kalian, apakah worth it beli set pisau dapur seharga 200 ribu setelah diskon 10% di shoppee?",pisau,200 ribu,10%,shoppee
ada yang pernah pakai blender cosmos seharga 500 ribu setelah diskon 10% sobat twitter?  worth it gak sih?,blender,500 ribu,10%,twitter
"brosis, worth it gak sih beli panci anti lengket seharga 300 ribu kawan twitter ?",panci,300 ribu,,twitter
"sist yang ada di twitter, nanya dong, worth it gak sih beli rice cooker merek oxone seharga 1 juta setelah diskon 30%?",rice cooker,1 juta,30%,twitter
"guys, pendapat kalian dong, worth it gak sih beli set perkakas masak seharga 150 ribu di tokopedia ?",perkakas,150 ribu,,tokopedia
"ey, mau tanya, worth it gak sih beli microwave seharga 800 ribu setelah diskon 15% di tokopedia ?",microwave,800 ribu,15%,tokopedia
"sist, ada yang pernah pakai blender portable deerma seharga 300 ribu setelah diskon 15% di tokopedia? worth it gak sih buat smoothie?",blender,300 ribu,15%,tokopedia
"brosis, worth it gak sih beli teko listrik seharga 200 ribu di tokopedia?",teko,200 ribu,,tokopedia
"mau dong pendapat kalian, apakah worth it beli mixer handheld seharga 400 ribu di tokopedia?",mixer,400 ribu,,tokopedia
"guys, worth it gak sih beli set wajan teflon seharga 300 ribu di tokopedia?",teflon,300 ribu,,tokopedia
"sist, ada yang udah coba beli coffeemaker seharga 600 ribu di tokopedia?",coffeemaker,600 ribu,,tokopedia
"brosis, worth it gak sih beli blender personal merek cosmos seharga 250 ribu setelah diskon 15% di tokopedia?",blender,250 ribu,15%,tokopedia
"ey, mau dong pendapat. worth it gak sih beli slow cooker merek koala seharga 1juta  di tokopedia ?",slow cooker,1juta,,tokopedia
"sist, ada yang pernah pakai toaster samono seharga 150 ribu setelah diskon 10% di tokopedia? worth it gak sih buat roti panggang?",toaster,150 ribu,10%,tokopedia
"brosis, worth it gak sih beli set talenan plastik seharga 100 ribu? liat di facebook marketplace ada yang segituan",talenan,100 ribu,,facebook
baru saja beli tas ransel gramedia seharga 300 ribu setelah diskon 20% di facebook ,tas,300 ribu,20%,facebook
kemarin beli pena rollerball jenniferdz seharga 60 ribu di facebook,pena,60 ribu,,facebook
akhirnya punya buku catatan kampus seharga 1 pak 50 ribu sehabis di recommend dari facebook,buku,50 ribu,,facebook
saya baru saja membeli pensil mekanik merek castle seharga 10 ribu di shoppee,pensil,10 ribu,,shoppee
"tadi beli tas selempang kedidaishu  seharga 150 ribu setelah diskon 25% di shoppee, cocok untuk kerja",tas,150 ribu,25%,shoppee
baru beli penggaris plastik merek castle seharga 15 ribu di shoppee,penggaris,15 ribu,,shoppee
saya beli spidol warna merek snowman seharga 30 ribu setelah diskon 20%. di shoppee,spidol,30 ribu,20%,shoppee
apa worth membeli map kertas yang seharga 8 ribu di shoppee ?,map,8 ribu,,shoppee
akhirnya punya highlighter merek stabilo seharga 15 ribu setelah diskon 5% di shoppee,highlighter,15 ribu,5%,shoppee
baru saja membeli tipe-x merek joyko seharga 7 ribu di shoppee,tipe-x,7 ribu,,shoppee
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,"rp180,000",15%,carefour
ada buku diskon 20% seharga 100 ribu,buku,100 ribu,20%,
"apakah buku seharga rp100,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko tokopedia?",buku,"rp100,000",20%,tokopedia
"apakah handphone seharga rp5,000,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko shopee?",handphone,"rp5,000,000",30%,shopee
"apakah hp seharga rp8,000,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko metro?",hp,"rp8,000,000",15%,metro
"apakah gpu seharga rp4,000,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko carefour?",gpu,"rp4,000,000",25%,carefour
"apakah laptop seharga rp10,000,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko tokopedia?",laptop,"rp10,000,000",10%,tokopedia
"apakah komputer seharga rp12,000,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko metro?",komputer,"rp12,000,000",20%,metro
