Text,Product_Name,Promotion_Type,Marketplace_Name
aku lagi mikir-mikir mau beli gelato enak yang harganya sekitar rp50.000 di gofood.,gelato,,gofood
"coba deh bayangkan, aku pengen banget makan ramen yang sedap dengan harga sekitar rp80.000mau merasakan kenikmatan kuah gurih dan mie kenyal!",ramen,,
"nggak bisa dipungkiri, aku sedang berpikir serius untuk mencoba makanan korea yang populer dengan harga sekitar rp120.000biar bisa menikmati hidangan yang unik dan lezat!",makanan,,
"sedang mencari pengalaman baru, aku tertarik untuk mencicipi fondue dengan harga sekitar rp250.000 dari shopee.",fondue,,
aku mau melengkapi pengalaman kulinerku dengan mencoba sushi burrito yang harganya sekitar rp100.000 pesen di shoppeebiar bisa menyatukan rasa sushi dan kepraktisan makanan gulung!,makanan,,shoppee
"sebagai penggemar makanan pedas, aku merasa tertarik mencoba hot pot dengan harga sekitar rp200.000 di facebookmau merasakan sensasi kehangatan dan kepedasan yang menyenangkan!",makanan,,
aku pengen banget beli jaket musim dingin yang stylish dengan harga sekitar rp500.000 pesan lewat facebook,jaket,,facebook
"wah, hatiku tergoda buat nyari dress elegan yang cantik dengan harga sekitar rp300.000kira- kira ada ga ya jual di facebook atau mana gitu",dress,,facebook
kamu tahu nggak? aku tuh sedang kebelet pengen punya sneakers keren nike yang berharga sekitar rp700.000 di facebook ada yang jual,sneakers,,facebook
"kalau boleh jujur, aku tuh pengen banget beli baju renang yang trendy dengan harga sekitar rp210.000yang dijual di tokopedia",baju,,tokopedia
aku lagi mikir-mikir mau beli kemeja lengan panjang yang modis dengan harga sekitar rp150.000biar bisa tampil rapi dan stylish di berbagai kesempatan!,kemeja,,
"coba deh bayangkan, aku pengen banget punya celana jeans yang pas dengan harga sekitar rp250.000",celana,,
"nggak bisa dipungkiri, aku sedang berpikir serius untuk membeli kaos polo yang nyaman dengan harga sekitar rp100.000di facebook ada kayaknya",kaos,,facebook
"sedang mencari pengalaman baru, aku tertarik untuk mencoba jumpsuit dengan harga sekitar rp200.500 semoga di facebook ada",jumpsuit,,facebook
aku mau melengkapi koleksi pakaianku dengan blazer yang elegan dengan harga sekitar rp400.000ada ga ya jual di facebook ?,blazer,,facebook
"sebagai penggemar aksesori, aku merasa tertarik mencari topi yang keren dengan harga sekitar rp50.000",topi,,
"mau beli smartphone iphone 14 nih, harganya sekitar rp12.000.000 di facebook marketplace",smartphone,,facebook
"abis liat fashion brand baru di facebook, jadi kepengen beli sneakers terbaru yang lagi hitsharganya sekitar rp2.000.000, harus nabung dulu nih biar bisa kekinian!",sneakers,,facebook
"wow baru liat drop koleksi baju supreme yang limited edition di facebook harganya sekitar rp4.000.000, semoga rezeki bulan ini cukup buat nge-cop item kece itu!",baju,,facebook
"mau beli makeup palette yang sedang trending di twitter itu, harganya sekitar rp500.000biar bisa eksperimen dengan lewks yang on point dan dapat banyak pujian!",makeup,,twitter
"naksir banget sama topi bucket yang lagi hits di tahun 2023 iniharganya sekitar rp150.000, semoga bisa dapetin di online shop favoritku!",topi,,
"terinspirasi oleh influencer, pengen banget punya sneakers adidas terbaru yang trendyharganya sekitar rp2.550.000, harus nabung dan pantengin timeline diskonan!",sneakers,,
"denger kabar ada kamera mirrorless canon terbaru dengan fitur canggih, harganya sekitar rp8.120.000 kece itu bisa di cek di tokopedia",kamera,,
"ada brand lokal kosmetik bagus nih, harganya terjangkau sekitar rp200.000 bisa di beli di tokopediaayo dukung produk lokal dan tetap stylish!",kosmetik,,tokopedia
"eh, lagi nyari vacuum cleaner yang bagus nihharganya sekitar rp1.500.000, biar bisa ngelap rumah jadi lebih efisiendi tokopedia ada ga ya ?",cleaner,,tokopedia
"mau beli rice cooker yang kapasitasnya besar, harganya sekitar rp500.000ada ga ya di tokopedia?",rice cooker,,tokopedia
"naksir banget sama set peralatan dapur stainless steel di tokopediaharganya sekitar rp1.000.000, biar bisa masak dengan gaya dan tahan lama!",peralatan dapur,,tokopedia
"pengen beli blender yang powerful, harganya sekitar rp700.000 ada ga ya di tokopedia ?",blender,,tokopedia
"duh, lagi butuh air fryer nihharganya sekitar rp800.000 nih di facebook marketplace",air fryer,,facebook
"lagi demen sama set peralatan makan yang cantik, harganya sekitar rp300.000 di facebook marketplace",peralatan,,facebook
"mau beli mesin cuci yang hemat energi, harganya sekitar rp2.000.000 yang dijual di facebook marketplace",mesin cuci,,facebook
"eh, ada toaster oven yang bagus nih, harganya sekitar rp400.000 tadi liat di facebook page lewat",oven,,facebook
"eh, mau tanya dong, harga sweater yang lagi hype sekarang apa ya sobat twitter ?",sweater,,twitter
ada yang tau gak harga sepatu sneakers brand ini? modelnya kece banget.,sneakers,,
"coba deh, share harga jaket denim yang oke punya. ",jaket,,
"mau nanya, berapa harga jeans ripped yang lagi hits? pengen tampil kece dengan gaya streetwear!",jeans,,
"kawan twitter penasaran nih, harga kaos oblong brand lokal yang kualitasnya oke gimana ya? ",kaos,,
ada yang punya info harga sweater oversize yang lagi nge-trend? ,sweater,,
"nanya dong, harga celana chino yang bisa dipake ke mana-mana. lagi nyari yang affordable tapi tetap stylish!",celana,,
"mau tahu, berapa harga hoodie dengan brand streetwear ini?",hoodie,,
"lagi nyari wireless earbuds yang oke punya, tapi budget terbatas. ada rekomendasi gak kawan twitter?",earbuds,,twitter
"mau beli hoodie kece dengan harga yang masih friendly di kantong, ada yang punya saran twitter friend ?",hoodie,,twitter
"pengen punya sneakers dengan desain trendy, tapi tetap affordable. ada yang bisa kasih tau twitter fam yang pas?",sneakers,,twitter
lagi cari tas ransel yang stylish tapi harganya ga bikin kantong jebol. ada yang tahu merk yang oke sobat twitter?,tas,,twitter
"mencari kacamata hitam yang keren, tapi harganya masih di bawah budget. ada yang bisa kasih info?",kacamata,,
"lagi pengen beli baju crop top yang lucu-lucu, tapi tetap terjangkau buat kantong mahasiswa. ada yang punya rekomendasi?",baju,,
"mau beli jam tangan dengan design minimalis, tapi harganya ga mahal-mahal banget. ada saran merk yang bagus? kalau bisa di toko onlien kayak shoppee",jam tangan,,shoppee
"lagi nyari sneakers vintage yang affordable, tapi tetap kualitasnya oke. ada yang jual di facebook sini ?",sneakers,,facebook
"mencari hoodie oversized yang nyaman dipakai, tapi harganya ga bikin dompet menangis. ada yang tahu dimana bisa dapetin? apa ada di shoppee?",hoodie,,shoppee
"pengen punya kaos dengan desain unik, tapi harganya masih terjangkau. ada yang punya brand favorit?",kaos,,
"lagi cari celana jogger yang trendy, tapi harganya masih friendly. ada yang tahu merk yang oke? pengen beli online di shoppee",celana,,shoppee
"mau beli sepatu boots dengan harga yang ga bikin bangkrut, tapi tetap kualitasnya bagus. ada saran tempat beli?",boots,,
"lagi nyari sweater dengan motif yang eye-catching, tapi harganya masih ramah di kantong. ada yang punya referensi brand kawan facebook ?",sweater,,facebook
"mencari denim jaket yang bisa bikin tampilan jadi lebih keren, tapi tetap terjangkau. ada yang bisa kasih rekomendasi sobat facebook ?",jaket,,facebook
"pengen punya kaos polos dengan kualitas baik, tapi harganya masih terjangkau. ada yang tahu dimana bisa dapetin?",kaos,,
baru aja beli sepatu keren seharga 700 ribu di shoppee. langsung tingkatkan gaya fashion!,fashion,,shoppee
gue baru aja dapetin smartphone baru seharga 5 juta di tokopedia. kualitas kameranya bikin auto jago fotografi!,smartphone,,tokopedia
tadi gue beli laptop gaming seharga rp 10.499.000 di tokopedia terpercaya. spesifikasinya bikin gaming experience jadi maksimal!,laptop,,tokopedia
gue baru aja beli headphone wireless seharga 2 juta di kaskus. tinggal dengerin musik tanpa ribet kabel!,headphone,,kaskus
baru aja nambah koleksi jam tangan kece seharga 3.122.000 di facebook marketplace. ,jam tangan,,facebook
gue baru aja beli kamera mirrorless seharga 7 juta di platform tokopedia. bisa eksplorasi dunia fotografi lebih seru!,kamera,,tokopedia
"baru aja beli smartwatch pintar seharga 1,5 juta di tokopedia. mau monitor kesehatan jadi lebih mudah!",smartwatch,,tokopedia
"gue baru aja dapat tas backpack premium seharga 1,2 juta di website jual beli online. desainnya bikin kece di segala kesempatan!",tas,,
"baru aja beli soundbar seharga 3,5 juta di e-commerce. bisa nonton film jadi lebih seru dengan kualitas suara yang jernih!",soundbar,,
gue baru aja beli drone seharga 4 juta di tokopedia ,drone,,tokopedia
baru aja nambah koleksi baju branded seharga 500 ribu di platform shoppee. tingkatkan gaya fashion tanpa harus boros!,fashion,,shoppee
aku baru aja beli power bank seharga 200 ribu di situs jual beli online dengan diskon 15%,power bank,15%,
baru aja beli earphone wireless seharga 300 ribu di toko online favorit. dengerin musik jadi lebih bebas dan praktis!,earphone,,
"gaes twitter, baru aja dapet speaker portable seharga 800 ribu di marketplace. langsung bikin suasana pesta jadi lebih asyik!",speaker,,twitter
baru aja nambah koleksi kacamata hitam seharga 150 ribu di website jual beli online. tampil keren dengan pelindung mata yang modis!,kacamata,,
worth it ga guys beli kosmetik skintific - mugwort acne clat mask seharga 94 ribu di shoppee?,kosmetik,,shoppee
"eh, nih guys, worth it gak ya kalo beli sneakers mens - nike air force 1 '07 white 46 seharga 1.5 juta yang diskon 30%? pengen nambah koleksi tapi pikir-pikir dulu nih.",sneakers,30%,
"ada yang pernah pake kamera mirrorless  canon eos m200 yang harganya 8 jutaan, sekarang lagi diskon 20%. worth it gak sih buat jadiin mainan fotografi baru?",kamera,20%,
"mau dong pendapat kalian, apakah worth it beli laptop gaming seharga 15 juta yang diskon 10% di tokopedia? pengen upgrade performa gaming nih tapi masih ragu.",laptop,10%,tokopedia
"ada yang punya pengalaman pake smartphone flagship brand samsung seharga 12 jutaan, sekarang lagi diskon 15%? penasaran, worth it gak sih?",smartphone,15%,
worth it gak ya beli smartwatch merek huawei seharga 2 jutaan yang diskon 40%? pengen nyobain fitur-fitur keren tapi masih mikir-mikir.,smartwatch,40%,
"ada yang pernah pake headphone wireless merek lenovo yang harganya 500 ribuan, sekarang lagi diskon 50%. worth it gak buat dengerin musik twitter fam ?",headphone,50%,twitter
"guys, worth it gak sih beli tas backpack seharga 800 ribu yang lagi diskon 25%? lagi butuh tas baru nih, tapi bingung pilihannya.",tas,25%,
"mau dong pendapat kalian, apakah worth it beli soundbar xiaomi seharga 2 juta yang diskon 30%? pengen upgrade kualitas suara di rumah.",soundbar,30%,
worth it gak ya beli kamera action cam canon seharga 1 jutaan yang lagi diskon 20% di tokopedia? pengen rekam momen-momen seru tapi masih galau.,kamera,20%,tokopedia
"ada yang pernah pake earphone true wireless yang harganya 300 ribuan, sekarang lagi diskon 35% di tokopedia. worth it gak buat dengerin musik di jalan?",earphone,35%,tokopedia
"guys, worth it gak sih beli baju uniqlo seharga 500 ribuan yang lagi diskon 20%? pengen tampil stylish tapi budget terbatas.",baju,20%,
"mau dong pendapat kalian, apakah worth it beli sepatu sneakers seharga 1,5 juta yang diskon 10%? pengen nambah koleksi tapi masih mikir-mikir.",sneakers,10%,
worth it gak ya beli jam tangan merek daniel klein seharga 600 ribuan yang lagi diskon 30%? pengen tampil fashionable tapi masih pikir-pikir.,fashion,30%,
"ada yang pernah pake baju olahraga nike yang harganya 400 ribuan, sekarang lagi diskon 10%. worth it gak sih buat rutin olahraga?",baju,10%,
"guys, worth it gak sih beli celana jeans seharga 400 ribuan yang lagi diskon 20% di shoppee? lagi butuh celana baru nih, tapi masih bingung mau pilih yang mana.",jeans,20%,shoppee
"mau dong pendapat kalian, apakah worth it beli sepatu sneakers nike omni multi-court yang harganya 600 ribu setelah diskon 30% di shoppee?",sneakers,30%,shoppee
ada yang pernah pakai earphone kz zna yang harganya 200 ribu setelah diskon 20% di shoppee? worth it gak sih?,earphone,20%,shoppee
"brosis, worth it gak sih beli kemeja 300 ribu di uniqlo setelah diskon 15% di shoppee?",kemeja,15%,shoppee
"sist, nanya dong, worth it gak sih beli tas ransel gramedia yang harganya 400 ribu setelah diskon 20% di shoppee?",tas,20%,shoppee
"guys, pendapat kalian dong, worth it gak sih beli jam tangan 1 juta ?",jam tangan,,
"ey, mau tanya, worth it gak sih beli kacamata polarized merek uniqlo yang harganya 300 ribu setelah diskon 10%?",kacamata,10%,
"sist, ada yang pernah pake baju kaos h&m yang harganya 100 ribuan di shoppee? worth it gak buat daily outfit?",baju,,shoppee
"brosis, worth it gak sih beli celana jeans boss hugo yang harganya 600 ribu setelah diskon 20% di shoppee?",jeans,,shoppee
"mau dong pendapat kalian, apakah worth it beli jaket pria yang harganya 500.000 di shoppee?",jaket,,shoppee
"guys, worth it gak sih beli topi nike heritage yang harganya 250 ribu setelah diskon 25% di shoppee?",topi,25%,shoppee
"sist, ada yang udah coba beli dress cantik merek eprolo yang harganya 700 ribu setelah diskon 10% di shoppee? worth it gak buat acara formal?",dress,10%,shoppee
"brosis, worth it gak sih beli sweater hoodie merek mark and spencer yang harganya 900 ribu setelah diskon 15% di shoppee?",sweater,15%,shoppee
"ey, mau dong pendapat. worth it gak sih beli kaos kaki uniqlo yang harganya 50 ribu ? ada nemu di shoppee nih",kaos kaki,,shoppee
"sist, ada yang pernah pakai legging asos yang harganya 350 ribu setelah diskon 10%? worth it gak sih buat olahraga? pengen beli di shoppee",legging,10%,shoppee
"brosis, worth it gak sih beli kaos polo lauren original yang harganya 350 ribu setelah diskon 25%? ada diskon nih di shoppee",kaos,25%,shoppee
"mau dong pendapat kalian, apakah worth it beli burger bangor ? liat di twitter enak kayaknya",burger,,twitter
ada yang pernah coba sushi roll seharga 100 ribu di restoran y? worth it gak sih?,sushi,,
twitter fam worth it gak sih beli pizza hut personal size seharga 70 ribu di domino ?,pizza,,twitter
"warga twitter, nanya dong, worth it gak sih beli ayam kfc packet 150.000 ? ",ayam,,twitter
"guys, pendapat kalian dong, worth it gak sih beli ramen special seharga 80 ribu setelah diskon 30% di ramen ya? pengen pesen shoppee food",ramen,30%,shoppee
"ey, mau tanya sobat twitter, worth it gak sih beli es krim premium haagen-dazs belgian chocolate ice cream seharga 140.000? ",es krim,,twitter
"sist di twitter, ada yang pernah makan breakfast seharga 60 ribu setelah diskon 10% di sisterfields? worth it gak buat sarapan?",breakfast,,twitter
"brosis, worth it gak sih beli nasi goreng spesial seharga 25 ribu setelah diskon 20% di warung gorilla?",nasi goreng,20%,
"mau dong pendapat kalian, apakah worth it beli bakso urat seharga 35 ribu setelah diskon 20% di warung boedjangan?",bakso ,20%,
"guys, worth it gak sih beli martabak manis seharga 50 ribu di martabak pecenongan?",martabak,,
gaes yang di twitter ada yang udah coba beli roti coklat di indomaret 10.000? apakah enak ?,roti,,twitter
"brosis, worth it gak sih beli mie gacoan worth it atau ga ? pengen coba beli di shoppee food",mie,,shoppee
"ey, mau dong pendapat. worth it gak sih beli sate ayam pak rusli seharga 30 ribu setelah diskon 20% gofood worth it atau ga ?",sate,,gofood
ada yang pernah makan ramen di gading belum ? pengen coba pesen di gofood,ramen,,gofood
sudah ada yang pernah coba bubur manado yg di dekat pt hasjrat abadi di jalan diponegoro? pengen pesen di gofood ,bubur,,gofood
"mau dong pendapat kalian, apakah worth it beli keyboard mechanical maxfit87 mk856 seharga 550 ribu setelah diskon 10% di tokopedia?",keyboard,10%,tokopedia
ada yang pernah pakai mouse gaming logitech seharga 200 ribu setelah diskon 10% di tokopedia? worth it gak sih?,mouse,,tokopedia
"brosis, worth it gak sih beli headset gaming hyperx seharga 1.300.000 ribu setelah diskon 10% di tokopedia?",headset,10%,tokopedia
"sist, nanya dong, worth it gak sih beli monitor zowie seharga 6.500.000  setelah diskon 15% di tokopedia?",monitor,15%,tokopedia
"guys yang di twitter, pendapat kalian dong, worth it gak sih beli mousepad artisan seharga 1.250.000 setelah diskon 25%?",mousepad,,twitter
"ey, mau tanya, worth it gak sih beli gaming chair ikea seharga 1 juta di online shop kayak tokopedia?",gaming chair,,tokopedia
"twitter fam, ada yang pernah pakai soundbar lenovo seharga 700 ribu setelah diskon 10%? worth it gak sih buat pengalaman audio?",soundbar,10%,twitter
"brosis, worth it gak sih beli ssd seharga 600 ribu setelah diskon 20% di tokopedia?",ssd,20%,tokopedia
"mau dong pendapat kalian sobat twitter, apakah worth it beli ram ddr4 seharga 1 juta sekarang ?",ram,,twitter
"guys, worth it gak sih beli power supply modular seharga 800 ribu di tokopedia?",power supply,,tokopedia
"brosis twitter, ada yang udah coba beli cpu cooler merek rog seharga 5 juta ?worth it gak sih buat menjaga suhu prosesor?",cpu cooler,,twitter
"brosis twitter, worth it gak sih beli graphics card bekas seharga 3 juta setelah diskon 15%?",graphics card,15%,twitter
"ey, mau dong pendapat. worth it gak sih beli wi-fi router seharga 200 ribu setelah diskon 20% di tokopedia?",router,20%,tokopedia
"sist, ada yang pernah pakai gaming headset stand seharga 150 ribu? habis liat di twitter kayaknya worth",headset,,twitter
"brosis, worth it gak sih beli motherboard intel lga 1150 seharga 600 ribu setelah diskon 10% di tokopedia?",motherboard,10%,tokopedia
"mau dong pendapat kalian, apakah worth it beli set pisau dapur seharga 200 ribu setelah diskon 10% di shoppee?",pisau,10%,shoppee
ada yang pernah pakai blender cosmos seharga 500 ribu setelah diskon 10% sobat twitter?  worth it gak sih?,blender,10%,twitter
"brosis, worth it gak sih beli panci anti lengket seharga 300 ribu kawan twitter ?",panci,,twitter
"sist yang ada di twitter, nanya dong, worth it gak sih beli rice cooker merek oxone seharga 1 juta setelah diskon 30%?",rice cooker,30%,twitter
"guys, pendapat kalian dong, worth it gak sih beli set perkakas masak seharga 150 ribu di tokopedia ?",perkakas,,tokopedia
"ey, mau tanya, worth it gak sih beli microwave seharga 800 ribu setelah diskon 15% di tokopedia ?",microwave,15%,tokopedia
"sist, ada yang pernah pakai blender portable deerma seharga 300 ribu setelah diskon 15% di tokopedia? worth it gak sih buat smoothie?",blender,15%,tokopedia
"brosis, worth it gak sih beli teko listrik seharga 200 ribu di tokopedia?",teko,,tokopedia
"mau dong pendapat kalian, apakah worth it beli mixer handheld seharga 400 ribu di tokopedia?",mixer,,tokopedia
"guys, worth it gak sih beli set wajan teflon seharga 300 ribu di tokopedia?",teflon,,tokopedia
"sist, ada yang udah coba beli coffeemaker seharga 600 ribu di tokopedia?",coffeemaker,,tokopedia
"brosis, worth it gak sih beli blender personal merek cosmos seharga 250 ribu setelah diskon 15% di tokopedia?",blender,15%,tokopedia
"ey, mau dong pendapat. worth it gak sih beli slow cooker merek koala seharga 1juta  di tokopedia ?",slow cooker,,tokopedia
"sist, ada yang pernah pakai toaster samono seharga 150 ribu setelah diskon 10% di tokopedia? worth it gak sih buat roti panggang?",toaster,10%,tokopedia
"brosis, worth it gak sih beli set talenan plastik seharga 100 ribu? liat di facebook marketplace ada yang segituan",talenan,,facebook
baru saja beli tas ransel gramedia seharga 300 ribu setelah diskon 20% di facebook ,tas,20%,facebook
kemarin beli pena rollerball jenniferdz seharga 60 ribu di facebook,pena,,facebook
akhirnya punya buku catatan kampus seharga 1 pak 50 ribu sehabis di recommend dari facebook,buku,,facebook
saya baru saja membeli pensil mekanik merek castle seharga 10 ribu di shoppee,pensil,,shoppee
"tadi beli tas selempang kedidaishu  seharga 150 ribu setelah diskon 25% di shoppee, cocok untuk kerja",tas,25%,shoppee
baru beli penggaris plastik merek castle seharga 15 ribu di shoppee,penggaris,,shoppee
saya beli spidol warna merek snowman seharga 30 ribu setelah diskon 20%. di shoppee,spidol,20%,shoppee
apa worth membeli map kertas yang seharga 8 ribu di shoppee ?,map,,shoppee
akhirnya punya highlighter merek stabilo seharga 15 ribu setelah diskon 5% di shoppee,highlighter,5%,shoppee
baru saja membeli tipe-x merek joyko seharga 7 ribu di shoppee,tipe-x,,shoppee
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
ada buku diskon 20% seharga 100 ribu,buku,20%,
"apakah buku seharga rp100,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko tokopedia?",buku,20%,tokopedia
"apakah handphone seharga rp5,000,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko shopee?",handphone,30%,shopee
"apakah hp seharga rp8,000,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko metro?",hp,15%,metro
"apakah gpu seharga rp4,000,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko carefour?",gpu,25%,carefour
"apakah laptop seharga rp10,000,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko tokopedia?",laptop,10%,tokopedia
"apakah komputer seharga rp12,000,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko metro?",komputer,20%,metro
"apakah lipstick seharga rp150,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko carefour?",lipstick,15%,carefour
"apakah parfum seharga rp500,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko shopee?",parfum,30%,shopee
"apakah baju seharga rp300,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko tokopedia?",baju,20%,tokopedia
"apakah celana seharga rp400,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko shopee?",celana,25%,shopee
"apakah buku seharga rp200,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko metro?",buku,10%,metro
"apakah handphone seharga rp600,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko tokopedia?",handphone,20%,tokopedia
"apakah hp seharga rp1,000,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko shopee?",hp,15%,shopee
"apakah gpu seharga rp3,000,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko metro?",gpu,25%,metro
"apakah laptop seharga rp8,000,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko carefour?",laptop,10%,carefour
"apakah komputer seharga rp12,000,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko tokopedia?",komputer,20%,tokopedia
"apakah lipstick seharga rp100,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko metro?",lipstick,15%,metro
"apakah parfum seharga rp600,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko shopee?",parfum,30%,shopee
"apakah baju seharga rp250,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko tokopedia?",baju,20%,tokopedia
"apakah celana seharga rp350,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko shopee?",celana,25%,shopee
"apakah buku seharga rp150,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko carefour?",buku,20%,carefour
"apakah handphone seharga rp800,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko tokopedia?",handphone,30%,tokopedia
"apakah hp seharga rp10,000,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko metro?",hp,15%,metro
"apakah gpu seharga rp4,500,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko carefour?",gpu,25%,carefour
"apakah laptop seharga rp9,000,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko tokopedia?",laptop,10%,tokopedia
"apakah komputer seharga rp11,000,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko metro?",komputer,20%,metro
"apakah lipstick seharga rp200,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko carefour?",lipstick,15%,carefour
"apakah parfum seharga rp450,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko shopee?",parfum,30%,shopee
"apakah baju seharga rp380,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko tokopedia?",baju,25%,tokopedia
"apakah celana seharga rp150,000 sebaiknya saya beli karena sedang ada diskon 10% dari toko metro?",celana,10%,metro
"apakah buku seharga rp580,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko tokopedia?",buku,20%,tokopedia
"apakah handphone seharga rp680,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko shopee?",handphone,15%,shopee
"apakah hp seharga rp320,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko metro?",hp,25%,metro
"apakah gpu seharga rp180,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko carefour?",gpu,20%,carefour
"apakah laptop seharga rp8,000,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko tokopedia?",laptop,30%,tokopedia
"apakah komputer seharga rp9,500,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko metro?",komputer,20%,metro
"apakah lipstick seharga rp90,000 sebaiknya saya beli karena sedang ada diskon 15% dari toko carefour?",lipstick,15%,carefour
"apakah parfum seharga rp420,000 sebaiknya saya beli karena sedang ada diskon 30% dari toko shopee?",parfum,30%,shopee
"apakah baju seharga rp150,000 sebaiknya saya beli karena sedang ada diskon 20% dari toko tokopedia?",baju,20%,tokopedia
"apakah celana seharga rp220,000 sebaiknya saya beli karena sedang ada diskon 25% dari toko shopee?",celana,25%,shopee
"apakah sebaiknya membeli buku dengan harga rp50,000 dan mendapatkan diskon sebesar 10% di tokopedia?",buku,10%,tokopedia
"apakah handphone dengan harga rp5,000,000 sebaiknya dibeli dengan diskon 15% di shopee?",handphone,15%,shopee
"apakah gpu dijual dengan harga rp8,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp10,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp12,000,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp100,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp500,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp200,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp150,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp2,000,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp6,000,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,500,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp45,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp4,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp7,500,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp9,500,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
"apakah komputer sebaiknya dibeli dengan harga rp11,500,000 dan mendapatkan diskon sebesar 10% di tokopedia?",komputer,10%,tokopedia
"apakah lipstick dijual dengan harga rp90,000 dan mendapatkan diskon sebesar 5% di shopee?",lipstick,5%,shopee
"apakah parfum dengan harga rp450,000 sebaiknya dibeli dengan diskon 10% di metro?",parfum,10%,metro
"apakah baju sebaiknya dibeli dengan harga rp180,000 dan mendapatkan diskon sebesar 15% di carefour?",baju,15%,carefour
"apakah celana dijual dengan harga rp135,000 dan mendapatkan diskon sebesar 10% di tokopedia?",celana,10%,tokopedia
"apakah printer dengan harga rp1,800,000 sebaiknya dibeli dengan diskon 20% di shopee?",printer,20%,shopee
"apakah cpu sebaiknya dibeli dengan harga rp5,400,000 dan mendapatkan diskon sebesar 10% di metro?",cpu,10%,metro
"apakah monitor dijual dengan harga rp3,150,000 dan mendapatkan diskon sebesar 15% di carefour?",monitor,15%,carefour
"apakah sebaiknya membeli buku dengan harga rp55,000 dan mendapatkan diskon sebesar 10% di shopee?",buku,10%,shopee
"apakah handphone dengan harga rp5,500,000 sebaiknya dibeli dengan diskon 15% di tokopedia?",handphone,15%,tokopedia
"apakah gpu dijual dengan harga rp9,000,000 dan mendapatkan diskon sebesar 20% di metro?",gpu,20%,metro
"apakah laptop dengan harga rp11,000,000 sebaiknya dibeli dengan diskon 10% di carefour?",laptop,10%,carefour
